n,delta_n,z
75244,1.0000000000,75244.0000000000
75245,1.0000000000,75245.0000000000
75246,1.0000000000,75246.0000000000
75247,1.0000000000,75247.0000000000
75248,0.9931463331,74732.2752717423
75249,0.9464788072,71221.5837608287
75250,0.9061085585,68184.6690289967
75251,0.8808563840,66285.3237548761
75252,0.8762398715,65938.8028109786
75253,0.8932678797,67221.0877540473
75254,0.9282201429,69852.2786354883
75255,0.9734601433,73257.7430853894
75256,1.0000000000,75256.0000000000
75257,1.0000000000,75257.0000000000
75258,1.0000000000,75258.0000000000
75259,1.0000000000,75259.0000000000
75260,1.0000000000,75260.0000000000
75261,1.0000000000,75261.0000000000
75262,0.9611161829,72335.5261599786
75263,0.9176809181,69067.4189388842
75264,0.8868382264,66746.9922715368
75265,0.8753270116,65881.4875311837
75266,0.8856625019,66660.2738657008
75267,0.9155867386,68913.4670506549
75268,0.9585619376,72149.0399192131
75269,1.0000000000,75269.0000000000
75270,1.0000000000,75270.0000000000
75271,1.0000000000,75271.0000000000
75272,1.0000000000,75272.0000000000
75273,1.0000000000,75273.0000000000
75274,1.0000000000,75274.0000000000
75275,0.9760798564,73474.4111913732
75276,0.9305528970,70048.2998747730
75277,0.8948091942,67358.5517125907
75278,0.8766582636,65993.0807644314
75279,0.8800659182,66250.4822533471
75280,0.9042878463,68074.7890718108
75281,0.9440322598,71067.6925481426
75282,0.9906160662,74575.5586981742
75283,1.0000000000,75283.0000000000
75284,1.0000000000,75284.0000000000
75285,1.0000000000,75285.0000000000
75286,1.0000000000,75286.0000000000
75287,1.0000000000,75287.0000000000
75288,0.9910344901,74613.0046915184
75289,0.9444376601,71105.7669935163
75290,0.9045936425,68106.8553445075
75291,0.8802075792,66271.7088471063
75292,0.8766074053,66001.5247604815
75293,0.8945798572,67355.6011911872
75294,0.9301986225,70038.3750838666
75295,0.9756821647,73463.9885886319
75296,1.0000000000,75296.0000000000
75297,1.0000000000,75297.0000000000
75298,1.0000000000,75298.0000000000
75299,1.0000000000,75299.0000000000
75300,1.0000000000,75300.0000000000
75301,1.0000000000,75301.0000000000
75302,0.9590248366,72216.4882446091
75303,0.9159746674,68975.6403782447
75304,0.8858989384,66711.7336579570
75305,0.8753684714,65919.6227386378
75306,0.8866840360,66772.6280134746
75307,0.9173737341,69084.6637963038
75308,0.9607330617,72350.8854081374
75309,1.0000000000,75309.0000000000
75310,1.0000000000,75310.0000000000
75311,1.0000000000,75311.0000000000
75312,1.0000000000,75312.0000000000
75313,1.0000000000,75313.0000000000
75314,1.0000000000,75314.0000000000
75315,0.9739874238,73355.8628209995
75316,0.9286988401,69945.8818427791
75317,0.8936078776,67303.8645144820
75318,0.8763808440,66007.2524112650
75319,0.8807814066,66339.5747641784
75320,0.9058483981,68228.5013411609
75321,0.9461058272,71261.6370094902
75322,0.9927592027,74776.6086678462
75323,1.0000000000,75323.0000000000
75324,1.0000000000,75324.0000000000
75325,1.0000000000,75325.0000000000
75326,1.0000000000,75326.0000000000
75327,1.0000000000,75327.0000000000
75328,0.9889890992,74498.5708628210
75329,0.9424817875,70996.2105715404
75330,0.9031641185,68035.3530491966
75331,0.8796255720,66263.0739608300
75332,0.8770085219,66066.8059688395
75333,0.8958848730,67489.6951369133
75334,0.9321311552,70221.1684475480
75335,0.9778293521,73664.7742419517
75336,1.0000000000,75336.0000000000
75337,1.0000000000,75337.0000000000
75338,1.0000000000,75338.0000000000
75339,1.0000000000,75339.0000000000
75340,1.0000000000,75340.0000000000
75341,1.0000000000,75341.0000000000
75342,0.9570144972,72103.3862516850
75343,0.9143552443,68890.2671713652
75344,0.8850332668,66681.9464540748
75345,0.8754542169,65961.0979696909
75346,0.8877108465,66885.4614377342
75347,0.9191258729,69253.3771435223
75348,0.9628368646,72547.8320718110
75349,1.0000000000,75349.0000000000
75350,1.0000000000,75350.0000000000
75351,1.0000000000,75351.0000000000
75352,1.0000000000,75352.0000000000
75353,1.0000000000,75353.0000000000
75354,1.0000000000,75354.0000000000
75355,0.9719702100,73242.8151735314
75356,0.9269313446,69849.8384006047
75357,0.8924854863,67255.0287934056
75358,0.8761574263,66025.4713307993
75359,0.8815141615,66430.0256976193
75360,0.9073857276,68380.5884292605
75361,0.9481208033,71451.3318589542
75362,0.9948212416,74971.7184095276
75363,1.0000000000,75363.0000000000
75364,1.0000000000,75364.0000000000
75365,1.0000000000,75365.0000000000
75366,1.0000000000,75366.0000000000
75367,1.0000000000,75367.0000000000
75368,0.9870117455,74389.1012324387
75369,0.9406105316,70892.8751582200
75370,0.9018172341,67969.9649345072
75371,0.8791061206,66259.1074151242
75372,0.8774384204,66134.2886193422
75373,0.8971786174,67623.0439292049
75374,0.9340148637,70400.4363339708
75375,0.9799008867,73860.0293314443
75376,1.0000000000,75376.0000000000
75377,1.0000000000,75377.0000000000
75378,1.0000000000,75378.0000000000
75379,1.0000000000,75379.0000000000
75380,1.0000000000,75380.0000000000
75381,1.0000000000,75381.0000000000
75382,0.9550852067,71996.2330494183
75383,0.9128205257,68811.1496867638
75384,0.8842373917,66657.3515395256
75385,0.8755795697,66005.5658626783
75386,0.8887384207,66998.4345801988
75387,0.9208397937,69419.3495314067
75388,0.9648718692,72739.7604787619
75389,1.0000000000,75389.0000000000
75390,1.0000000000,75390.0000000000
75391,1.0000000000,75391.0000000000
75392,1.0000000000,75392.0000000000
75393,1.0000000000,75393.0000000000
75394,1.0000000000,75394.0000000000
75395,0.9700289385,73135.3318168799
75396,0.9252489463,69760.0695571753
75397,0.8914386934,67211.8031647523
75398,0.8759835509,66047.4077677664
75399,0.8822595679,66521.4891608968
75400,0.9088960733,68530.7639265895
75401,0.9500751004,71636.6126459514
75402,0.9968022219,75160.8811343160
75403,1.0000000000,75403.0000000000
75404,1.0000000000,75404.0000000000
75405,1.0000000000,75405.0000000000
75406,1.0000000000,75406.0000000000
75407,1.0000000000,75407.0000000000
75408,0.9851038021,74284.7075060262
75409,0.9388231027,70795.7113538068
75410,0.9005502135,67910.4916026900
75411,0.8786450740,66259.5036782292
75412,0.8778924842,66203.6280183082
75413,0.8984570182,67755.3391123491
75414,0.9358471088,70575.9738596035
75415,0.9818961363,74049.6971163713
75416,1.0000000000,75416.0000000000
75417,1.0000000000,75417.0000000000
75418,1.0000000000,75418.0000000000
75419,1.0000000000,75419.0000000000
75420,1.0000000000,75420.0000000000
75421,0.9999680129,75418.5875040316
75422,0.9532368496,71895.0296705895
75423,0.9113683328,68738.1337670022
75424,0.8835075514,66637.6735557903
75425,0.8757400101,66052.6902648339
75426,0.8897624701,67111.2240666895
75427,0.9225123762,69582.3410006757
75428,0.9668368027,72926.5663547375
75429,1.0000000000,75429.0000000000
75430,1.0000000000,75430.0000000000
75431,1.0000000000,75431.0000000000
75432,1.0000000000,75432.0000000000
75433,1.0000000000,75433.0000000000
75434,1.0000000000,75434.0000000000
75435,0.9681641542,73033.4629714124
75436,0.9236500954,69676.4685995094
75437,0.8904641967,67173.9476093118
75438,0.8758548888,66072.7411048262
75439,0.8830132180,66613.6341534311
75440,0.9103759119,68678.7587938386
75441,0.9519668477,71817.3309551152
75442,0.9987023308,75344.1012404319
75443,1.0000000000,75443.0000000000
75444,1.0000000000,75444.0000000000
75445,1.0000000000,75445.0000000000
75446,1.0000000000,75446.0000000000
75447,1.0000000000,75447.0000000000
75448,0.9832664459,74185.4868102026
75449,0.9371185969,70704.6610185476
75450,0.8993602738,67856.7326595922
75451,0.8782383821,66263.9641697289
75452,0.8783662836,66274.4928321139
75453,0.8997162347,67886.2890581601
75454,0.9376254770,70747.5927399838
75455,0.9838146390,74233.7335872144
75456,1.0000000000,75456.0000000000
75457,1.0000000000,75457.0000000000
75458,1.0000000000,75458.0000000000
75459,1.0000000000,75459.0000000000
75460,1.0000000000,75460.0000000000
75461,0.9982002862,75325.1917938857
75462,0.9514691712,71799.7665976587
75463,0.9099964482,68671.0619721888
75464,0.8828400540,66622.6418357145
75465,0.8759311819,66102.1466451957
75466,0.8907789271,67223.5225143278
75467,0.9241407296,69742.1284382884
75468,0.9687305803,73108.1594316317
75469,1.0000000000,75469.0000000000
75470,1.0000000000,75470.0000000000
75471,1.0000000000,75471.0000000000
75472,1.0000000000,75472.0000000000
75473,1.0000000000,75473.0000000000
75474,1.0000000000,75474.0000000000
75475,0.9663762403,72937.2467333389
75476,0.9221331729,69598.9233613845
75477,0.8895587332,67141.2245083216
75478,0.8757672492,66101.1604382370
75479,0.8837709106,66706.1445582241
75480,0.9118219498,68824.3207726169
75481,0.9537943769,71993.3533661662
75482,1.0000000000,75482.0000000000
75483,1.0000000000,75483.0000000000
75484,1.0000000000,75484.0000000000
75485,1.0000000000,75485.0000000000
75486,1.0000000000,75486.0000000000
75487,1.0000000000,75487.0000000000
75488,0.9815006734,74091.5228322120
75489,0.9354960132,70619.6585387508
75490,0.8982446394,67808.4878309087
75491,0.8778821049,66272.1979829472
75492,0.8788555775,66346.5652585734
75493,0.9009526519,68015.6185498922
75494,0.9393477678,70915.1203785652
75495,0.9856560866,74412.1062601557
75496,1.0000000000,75496.0000000000
75497,1.0000000000,75497.0000000000
75498,1.0000000000,75498.0000000000
75499,1.0000000000,75499.0000000000
75500,1.0000000000,75500.0000000000
75501,0.9964974911,75236.5570733251
75502,0.9497817939,71710.4250020686
75503,0.9087026311,68609.7747527110
75504,0.8822312891,66611.9912538579
75505,0.8761488966,66153.6224372945
75506,0.8917839416,67335.0382925819
75507,0.9257221822,69898.5048108828
75508,0.9705522901,73284.4623215781
75509,1.0000000000,75509.0000000000
75510,1.0000000000,75510.0000000000
75511,1.0000000000,75511.0000000000
75512,1.0000000000,75512.0000000000
75513,1.0000000000,75513.0000000000
75514,1.0000000000,75514.0000000000
75515,0.9646654342,72846.7102617515
75516,0.9206965070,69527.3174263022
75517,0.8887190911,67113.3996006649
75518,0.8757165852,66132.3650801629
75519,0.8845286495,66798.7190803965
75520,0.9132311146,68967.2137744422
75521,0.9555562086,72164.5604287890
75522,1.0000000000,75522.0000000000
75523,1.0000000000,75523.0000000000
75524,1.0000000000,75524.0000000000
75525,1.0000000000,75525.0000000000
75526,1.0000000000,75526.0000000000
75527,1.0000000000,75527.0000000000
75528,0.9798073156,74002.8869309973
75529,0.9339542697,70540.6320356850
75530,0.8972005561,67765.5580041529
75531,0.8775724210,66283.9225321982
75532,0.8793563144,66419.5411387966
75533,0.9021628737,68143.0683357193
75534,0.9410119808,71078.3989603558
75535,0.9874203086,74584.7930104409
75536,1.0000000000,75536.0000000000
75537,1.0000000000,75537.0000000000
75538,1.0000000000,75538.0000000000
75539,1.0000000000,75539.0000000000
75540,1.0000000000,75540.0000000000
75541,0.9948610183,75152.7961842169
75542,0.9481742333,71626.9779334047
75543,0.9074846320,68554.1115520245
75544,0.8816777375,66605.4630015618
75545,0.8763891365,66206.8173175844
75546,0.8927738761,67445.4952454096
75547,0.9272542707,70051.2783921468
75548,0.9723011783,73455.4094202541
75549,1.0000000000,75549.0000000000
75550,1.0000000000,75550.0000000000
75551,1.0000000000,75551.0000000000
75552,1.0000000000,75552.0000000000
75553,1.0000000000,75553.0000000000
75554,1.0000000000,75554.0000000000
75555,0.9630318434,72761.8709247435
75556,0.9193383883,69461.5312675111
75557,0.8879421214,67090.2428663229
75558,0.8756989994,66166.0649932632
75559,0.8852826419,66891.0711388938
75560,0.9146005460,69107.2172549348
75561,0.9572510377,72330.8456566316
75562,1.0000000000,75562.0000000000
75563,1.0000000000,75563.0000000000
75564,1.0000000000,75564.0000000000
75565,1.0000000000,75565.0000000000
75566,1.0000000000,75566.0000000000
75567,1.0000000000,75567.0000000000
75568,0.9781870530,73919.6392182823
75569,0.9324922193,70467.5045174441
75570,0.8962253037,67727.7461990266
75571,0.8773056348,66298.8641301873
75572,0.8798646326,66493.1300163644
75573,0.9033437161,68268.3946578217
75574,0.9426163040,71237.2845551612
75575,0.9891072570,74751.7809466764
75576,1.0000000000,75576.0000000000
75577,1.0000000000,75577.0000000000
75578,1.0000000000,75578.0000000000
75579,1.0000000000,75579.0000000000
75580,1.0000000000,75580.0000000000
75581,0.9932920906,75074.0094989666
75582,0.9466459138,71549.3914593153
75583,0.9063402067,68503.9118415711
75584,0.8811759802,66602.8052910507
75585,0.8766480575,66261.4434257291
75586,0.8937453018,67554.6323806495
75587,0.9287347294,70200.2719908073
75588,0.9739766344,73620.9458428111
75589,1.0000000000,75589.0000000000
75590,1.0000000000,75590.0000000000
75591,1.0000000000,75591.0000000000
75592,1.0000000000,75592.0000000000
75593,1.0000000000,75593.0000000000
75594,1.0000000000,75594.0000000000
75595,0.9614754601,72682.7374037005
75596,0.9180570840,69401.4433237373
75597,0.8872247489,67071.5293389669
75598,0.8757107485,66201.9811630125
75599,0.8860292956,66982.9287181306
75600,0.9159275870,69244.1255782095
75601,0.9588777205,72492.1145450535
75602,1.0000000000,75602.0000000000
75603,1.0000000000,75603.0000000000
75604,1.0000000000,75604.0000000000
75605,1.0000000000,75605.0000000000
75606,1.0000000000,75606.0000000000
75607,1.0000000000,75607.0000000000
75608,0.9766404297,73841.8296054314
75609,0.9311086640,70400.1949726001
75610,0.8953162078,67694.8584684927
75611,0.8770781831,66316.7585002116
75612,0.8803768601,66567.0551493947
75613,0.9044922006,68391.3687626349
75614,0.9441591006,71391.6462349380
75615,0.9907169917,74913.0653285115
75616,1.0000000000,75616.0000000000
75617,1.0000000000,75617.0000000000
75618,1.0000000000,75618.0000000000
75619,1.0000000000,75619.0000000000
75620,1.0000000000,75620.0000000000
75621,0.9917917760,75000.2858897170
75622,0.9451961830,71477.6257534203
75623,0.9052671289,68459.0160893252
75624,0.8807227070,66603.7739928175
75625,0.8769219905,66317.2255324165
75626,0.8946949929,67662.2035325324
75627,0.9301614791,70345.3221829866
75628,0.9755781773,73781.0263949206
75629,1.0000000000,75629.0000000000
75630,1.0000000000,75630.0000000000
75631,1.0000000000,75631.0000000000
75632,1.0000000000,75632.0000000000
75633,1.0000000000,75633.0000000000
75634,1.0000000000,75634.0000000000
75635,0.9599961758,72609.3107531847
75636,0.9168508516,69346.9310126535
75637,0.8865639813,67057.0398517321
75638,0.8757482471,66239.8459131059
75639,0.8867652162,67074.0341852302
75640,0.9172097749,69377.7473771659
75641,0.9604352615,72648.2836151429
75642,1.0000000000,75642.0000000000
75643,1.0000000000,75643.0000000000
75644,1.0000000000,75644.0000000000
75645,1.0000000000,75645.0000000000
75646,1.0000000000,75646.0000000000
75647,1.0000000000,75647.0000000000
75648,0.9751678671,73769.4988137985
75649,0.9298023689,70338.6194059084
75650,0.8944706508,67666.7047341068
75651,0.8768866403,66337.3512282511
75652,0.8808895136,66641.0534816730
75653,0.9056055464,68511.7763989966
75654,0.9456388983,71541.3652085928
75655,0.9922496666,75068.6485295522
75656,1.0000000000,75656.0000000000
75657,1.0000000000,75657.0000000000
75658,1.0000000000,75658.0000000000
75659,1.0000000000,75659.0000000000
75660,1.0000000000,75660.0000000000
75661,0.9903610006,74931.7036696591
75662,0.9438243257,71411.6361312336
75663,0.9042632021,68419.2666638848
75664,0.8803147231,66608.1332108392
75665,0.8772074428,66373.9011603288
75666,0.8956199218,67767.9770035373
75667,0.9315326173,70486.2785534963
75668,0.9771054419,73935.6145812435
75669,1.0000000000,75669.0000000000
75670,1.0000000000,75670.0000000000
75671,1.0000000000,75671.0000000000
75672,1.0000000000,75672.0000000000
75673,1.0000000000,75673.0000000000
75674,1.0000000000,75674.0000000000
75675,0.9585937947,72541.5854155026
75676,0.9157179513,69297.8716835950
75677,0.8859569185,67046.5617193824
75678,0.8758080706,66279.4031692139
75679,0.8874872036,67164.1440787082
75680,0.9184448324,69507.9049141187
75681,0.9619228008,72799.2794878387
75682,1.0000000000,75682.0000000000
75683,1.0000000000,75683.0000000000
75684,1.0000000000,75684.0000000000
75685,1.0000000000,75685.0000000000
75686,1.0000000000,75686.0000000000
75687,1.0000000000,75687.0000000000
75688,0.9737696774,73702.6793468294
75689,0.9285720754,70282.6918175127
75690,0.8936860821,67643.0995575693
75691,0.8767277240,66360.3981594962
75692,0.8813992969,66714.8755783687
75693,0.9066811635,68629.4173077226
75694,0.9470543766,71686.3339792425
75695,0.9937055162,75218.5390460263
75696,1.0000000000,75696.0000000000
75697,1.0000000000,75697.0000000000
75698,1.0000000000,75698.0000000000
75699,1.0000000000,75699.0000000000
75700,1.0000000000,75700.0000000000
75701,0.9890005615,74868.3315034091
75702,0.9425295770,71351.3740343508
75703,0.9033262708,68384.5086766716
75704,0.8799489565,66615.6557993232
75705,0.8775010985,66431.2206636392
75706,0.8965172535,67871.7351898215
75707,0.9328464072,70623.0029515464
75708,0.9785581663,74084.6816534888
75709,1.0000000000,75709.0000000000
75710,1.0000000000,75710.0000000000
75711,1.0000000000,75711.0000000000
75712,1.0000000000,75712.0000000000
75713,1.0000000000,75713.0000000000
75714,1.0000000000,75714.0000000000
75715,0.9572680471,72479.5501880715
75716,0.9146566579,69254.1435094592
